label,message
spam,Nuestro sistema detectó accesos no autorizados a su cuenta. Proteja sus datos siguiendo los pasos indicados en el enlace de seguridad-75.com de inmediato.
ham,"¿Podemos vernos esta tarde 78 después de clases? Me gustaría aclarar lo que pasó ayer, ya que es importante para mí que estemos bien."
ham,"¿Podemos vernos esta tarde 89 después de clases? Me gustaría aclarar lo que pasó ayer, ya que es importante para mí que estemos bien."
ham,"Por favor 95, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
ham,Esta noche cenaremos con mis padres 67 y sería muy especial que puedas acompañarnos. Mi mamá preparó tu plato favorito y están emocionados de verte.
spam,Felicitaciones usuario 52! Ha sido seleccionado para recibir un premio exclusivo. Ingrese a www.promo-52.com y reclame su recompensa limitada ahora mismo.
spam,Invierte en criptomonedas de forma segura con nuestro sistema de auto-trading versión 35. Descubra cómo cientos de personas están generando ingresos pasivos aquí.
ham,Mamá 54 me pidió que no olvides traer el pan para la cena y también pasar por la tienda a comprar leche antes de regresar a casa.
spam,"¡Gana dinero fácil desde casa! Regístrese en nuestra plataforma número 73 para acceder a ingresos automáticos diarios. No pierda esta oportunidad, ingrese ya."
ham,"Por favor 44, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
spam,Participe en la cadena de oración global 100 y reciba bendiciones especiales. Complete su donación a través de nuestro portal seguro y comparta este mensaje con sus contactos.
ham,"¿Podemos vernos esta tarde 2 después de clases? Me gustaría aclarar lo que pasó ayer, ya que es importante para mí que estemos bien."
ham,El partido de fútbol entre amigos número 39 será este sábado en la cancha del parque a las cinco. No olvides tus chimpunes y avisa a los demás.
ham,"Hola 35, te escribo para confirmar que mañana a las diez tenemos la exposición final del curso de programación. Nos vemos una hora antes para repasar."
spam,Nuestro sistema detectó accesos no autorizados a su cuenta. Proteja sus datos siguiendo los pasos indicados en el enlace de seguridad-15.com de inmediato.
ham,"Por favor 94, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
spam,Nuestro sistema detectó accesos no autorizados a su cuenta. Proteja sus datos siguiendo los pasos indicados en el enlace de seguridad-32.com de inmediato.
spam,Oferta exclusiva para cliente 19: Compre ahora cualquier producto tecnológico y reciba uno adicional completamente gratis. Esta promoción vence hoy.
spam,Nuestro sistema detectó accesos no autorizados a su cuenta. Proteja sus datos siguiendo los pasos indicados en el enlace de seguridad-6.com de inmediato.
spam,Felicitaciones usuario 14! Ha sido seleccionado para recibir un premio exclusivo. Ingrese a www.promo-14.com y reclame su recompensa limitada ahora mismo.
ham,"Hola 19, te escribo para confirmar que mañana a las diez tenemos la exposición final del curso de programación. Nos vemos una hora antes para repasar."
ham,"¿Podemos vernos esta tarde 3 después de clases? Me gustaría aclarar lo que pasó ayer, ya que es importante para mí que estemos bien."
ham,"Hola 36, espero que hayas tenido un gran día. Nos vemos mañana para almorzar juntos y conversar sobre el proyecto de la universidad."
spam,"Estimado cliente 85, su cuenta bancaria presenta movimientos sospechosos. Por favor verifique sus datos en el enlace seguro proporcionado para evitar la suspensión de su cuenta."
spam,Participe en la cadena de oración global 14 y reciba bendiciones especiales. Complete su donación a través de nuestro portal seguro y comparta este mensaje con sus contactos.
spam,"Estimado cliente 67, su cuenta bancaria presenta movimientos sospechosos. Por favor verifique sus datos en el enlace seguro proporcionado para evitar la suspensión de su cuenta."
spam,Acceda a apuestas deportivas con bonos exclusivos en nuestra nueva plataforma 48. Gane dinero rápido apostando desde su celular en www.apuestas-48.com.
spam,Nuestro sistema detectó accesos no autorizados a su cuenta. Proteja sus datos siguiendo los pasos indicados en el enlace de seguridad-55.com de inmediato.
spam,Participe en la cadena de oración global 5 y reciba bendiciones especiales. Complete su donación a través de nuestro portal seguro y comparta este mensaje con sus contactos.
ham,"Por favor 7, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
spam,Felicitaciones usuario 87! Ha sido seleccionado para recibir un premio exclusivo. Ingrese a www.promo-87.com y reclame su recompensa limitada ahora mismo.
spam,"Su cuenta ha sido temporalmente bloqueada por seguridad. Para reactivarla, confirme sus credenciales en el formulario seguro de verificacion-42.com antes de 24 horas."
spam,Acceda a apuestas deportivas con bonos exclusivos en nuestra nueva plataforma 21. Gane dinero rápido apostando desde su celular en www.apuestas-21.com.
ham,"Por favor 43, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
ham,"Recordatorio 35: La reunión familiar será este fin de semana en casa de la abuela. Llevaremos las bebidas y postres, no faltes por favor."
ham,"Hola 22, te escribo para confirmar que mañana a las diez tenemos la exposición final del curso de programación. Nos vemos una hora antes para repasar."
ham,"Hola 78, espero que hayas tenido un gran día. Nos vemos mañana para almorzar juntos y conversar sobre el proyecto de la universidad."
ham,"Por favor 91, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
ham,Mamá 85 me pidió que no olvides traer el pan para la cena y también pasar por la tienda a comprar leche antes de regresar a casa.
spam,"¡Gana dinero fácil desde casa! Regístrese en nuestra plataforma número 38 para acceder a ingresos automáticos diarios. No pierda esta oportunidad, ingrese ya."
ham,Mamá 56 me pidió que no olvides traer el pan para la cena y también pasar por la tienda a comprar leche antes de regresar a casa.
ham,"¿Podemos vernos esta tarde 7 después de clases? Me gustaría aclarar lo que pasó ayer, ya que es importante para mí que estemos bien."
spam,"Estimado cliente 30, su cuenta bancaria presenta movimientos sospechosos. Por favor verifique sus datos en el enlace seguro proporcionado para evitar la suspensión de su cuenta."
ham,Esta noche cenaremos con mis padres 63 y sería muy especial que puedas acompañarnos. Mi mamá preparó tu plato favorito y están emocionados de verte.
ham,"Hola 65, te escribo para confirmar que mañana a las diez tenemos la exposición final del curso de programación. Nos vemos una hora antes para repasar."
ham,"Recordatorio 7: La reunión familiar será este fin de semana en casa de la abuela. Llevaremos las bebidas y postres, no faltes por favor."
spam,Felicitaciones usuario 70! Ha sido seleccionado para recibir un premio exclusivo. Ingrese a www.promo-70.com y reclame su recompensa limitada ahora mismo.
spam,Acceda a apuestas deportivas con bonos exclusivos en nuestra nueva plataforma 83. Gane dinero rápido apostando desde su celular en www.apuestas-83.com.
ham,El partido de fútbol entre amigos número 2 será este sábado en la cancha del parque a las cinco. No olvides tus chimpunes y avisa a los demás.
spam,"Estimado cliente 18, su cuenta bancaria presenta movimientos sospechosos. Por favor verifique sus datos en el enlace seguro proporcionado para evitar la suspensión de su cuenta."
spam,"Su cuenta ha sido temporalmente bloqueada por seguridad. Para reactivarla, confirme sus credenciales en el formulario seguro de verificacion-87.com antes de 24 horas."
ham,"¿Podemos vernos esta tarde 68 después de clases? Me gustaría aclarar lo que pasó ayer, ya que es importante para mí que estemos bien."
ham,"Hola amor 80, solo quería recordarte cuánto te quiero y que estoy deseando verte esta noche para nuestra cena especial en el restaurante."
ham,"Por favor 55, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
ham,"Hola 17, te escribo para confirmar que mañana a las diez tenemos la exposición final del curso de programación. Nos vemos una hora antes para repasar."
ham,Esta noche cenaremos con mis padres 85 y sería muy especial que puedas acompañarnos. Mi mamá preparó tu plato favorito y están emocionados de verte.
ham,"Recordatorio 1: La reunión familiar será este fin de semana en casa de la abuela. Llevaremos las bebidas y postres, no faltes por favor."
spam,"Su cuenta ha sido temporalmente bloqueada por seguridad. Para reactivarla, confirme sus credenciales en el formulario seguro de verificacion-73.com antes de 24 horas."
ham,"Recordatorio 42: La reunión familiar será este fin de semana en casa de la abuela. Llevaremos las bebidas y postres, no faltes por favor."
ham,"Querido amigo 80, mañana tenemos que repasar para el examen final de física. Nos encontraremos en la biblioteca a las cuatro de la tarde."
spam,Invierte en criptomonedas de forma segura con nuestro sistema de auto-trading versión 84. Descubra cómo cientos de personas están generando ingresos pasivos aquí.
ham,"Por favor 77, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
ham,"Hola 48, espero que hayas tenido un gran día. Nos vemos mañana para almorzar juntos y conversar sobre el proyecto de la universidad."
ham,"Por favor 9, revisa los documentos del proyecto de ingeniería antes de la reunión de mañana. Es importante tener todo listo para la presentación."
ham,"Hola 59, espero que hayas tenido un gran día. Nos vemos mañana para almorzar juntos y conversar sobre el proyecto de la universidad."
spam,Felicitaciones usuario 31! Ha sido seleccionado para recibir un premio exclusivo. Ingrese a www.promo-31.com y reclame su recompensa limitada ahora mismo.
spam,"Estimado cliente 29, su cuenta bancaria presenta movimientos sospechosos. Por favor verifique sus datos en el enlace seguro proporcionado para evitar la suspensión de su cuenta."
ham,"Recordatorio 34: La reunión familiar será este fin de semana en casa de la abuela. Llevaremos las bebidas y postres, no faltes por favor."
ham,El partido de fútbol entre amigos número 40 será este sábado en la cancha del parque a las cinco. No olvides tus chimpunes y avisa a los demás.
